input,output
"The World Food Program estimates that 2 million people in vulnerable regions, like Sudan and Gaza, are struggling with food shortages and are at risk of famine.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 2000000.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: World Food Program
source_new: World Food Program"
"In 2024, 1.8 million people are on the brink of famine, a number that has risen by 10% over the past two years.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 1800000.0
absolute_risk_difference: null
relative_risk: 1,1
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: null
source_new: null"
"The global number of people facing extreme food insecurity has reached 2.2 million, with the majority in conflict-affected countries like Gaza and Mali.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 2200000.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: null
source_new: null"
"According to recent findings, 2.5 million people in regions such as Haiti and the Philippines are facing food shortages, with a significant increase in those at risk of famine.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 2500000.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: significant increase
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: people who are facing acute levels of food insecurity worldwide
source_base: null
source_new: null"
"The 2025 Global Report estimates that 290 million people in 55 countries are facing severe food insecurity, equating to 23% of the surveyed population.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 290000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
"According to the 2025 Global Report on Food Crises, over 310 million people across 50 nations suffer from acute food insecurity, or about 24% of the total population surveyed.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 310000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
"In 2025, the global food crisis affected 280 million people, representing 21.5% of the surveyed population in 58 countries.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 280000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
"Over 325 million people are facing food insecurity in 2025, with this representing 25% of the population surveyed across 60 countries.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 325000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
"The World Food Program reported that 300 million people are affected by acute food insecurity in 2025, representing 22.5% of the surveyed population.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 300000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
"According to the 2025 Global Report, the number of people in need of urgent food assistance has risen to 320 million, or 26% of the surveyed population.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 320000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
"In the latest report, it was found that 310 million people are facing acute hunger, or 24.5% of the surveyed population worldwide.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 310000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
"The 2025 report reveals that 285 million people are living with food insecurity in 55 countries, amounting to 23.8% of the surveyed population.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 285000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
"Nearly 340 million people across 52 countries are affected by food insecurity in 2025, with 27% of the surveyed population struggling to access food.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 340000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base: The 2025 Global Report on Food Crises
source_new: null"
